,name,artists,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,nlp_lyrics,nlp_annotations,valence+nlp,mood
0,Necrogenic Resurrection,['Cannibal Corpse'],2.94e-05,0.462,186576,0.974,0.723,1,0.0751,-5.82,1,0.0816,107.877,3,0.399,-0.9972,-0.9972,0.3791,Angry
1,SYSTEMATIC,['While She Sleeps'],0.000149,0.528,176695,0.961,0.000146,10,0.102,-4.621,0,0.107,130.038,4,0.441,-0.8855,-0.8855,0.4233,Angry
2,Into The Storm,['Gojira'],0.00141,0.245,302293,0.972,0.68,2,0.131,-6.387,1,0.0739,105.939,4,0.107,-0.8979,-0.8979,0.089,Angry
3,Deafening,['Solence'],0.000181,0.42,227379,0.949,0.00498,7,0.101,-6.214,1,0.189,77.064,4,0.171,-0.8848,-0.8848,0.1533,Angry
4,Silence Is Golden,['Trash Boat'],0.00893,0.463,204745,0.908,2.82e-06,10,0.366,-4.373,0,0.0756,99.993,4,0.459,-0.9702,-0.9702,0.4396,Angry
5,Nomoreroses,['Holding Absence'],0.000401,0.355,234467,0.938,0.000163,5,0.107,-3.49,0,0.0851,170.117,4,0.113,-0.623,-0.623,0.1005,Angry
6,Disruptor,['Fear Factory'],1.87e-05,0.547,225133,0.969,1.25e-05,2,0.385,-4.774,1,0.0914,133.011,4,0.296,-0.9884,-0.9884,0.2762,Angry
7,Moot,"['We Are PIGS', 'Morgan Lander']",0.000651,0.404,245664,0.727,2.24e-05,2,0.358,-4.942,0,0.0421,91.778,4,0.277,-0.5267,-0.5267,0.2665,Angry
8,2 Middle Fingers,['State of Mine'],7.74e-06,0.441,205250,0.991,0.00107,9,0.371,-3.761,1,0.114,74.973,4,0.489,-0.9985,-0.9985,0.469,Angry
9,Touch the Corpse,['Irving Force'],9.25e-06,0.533,166949,0.936,0.291,1,0.263,-5.988,1,0.0766,109.764,4,0.384,0.8966,0.8966,0.4019,Angry
10,Cult,['Ghost Iris'],0.000161,0.504,238857,0.97,0.121,11,0.172,-2.65,1,0.129,105.091,4,0.129,,,0.129,Angry
11,My Nightmares Would Do Numbers As Horror Movies,['If I Die First'],0.000524,0.448,194151,0.99,1.16e-05,7,0.0965,-4.186,1,0.209,105.929,4,0.055,0.8885,0.8885,0.0728,Angry
12,Creatvres,['One Morning Left'],0.000375,0.363,229095,0.901,0.0,0,0.268,-5.613,0,0.0721,178.57,3,0.506,,,0.506,Angry
13,Tiki,['Die Apokalyptischen Reiter'],0.0058,0.408,152252,0.943,0.642,0,0.343,-5.247,1,0.129,98.089,4,0.16,-0.9758,-0.9758,0.1405,Angry
14,Follow the Leader,['Bad/Love'],0.000153,0.452,211696,0.862,0.0,10,0.178,-4.293,0,0.0616,83.093,4,0.164,-0.9648,-0.9648,0.1447,Angry
15,DOMINATION,"['Kayzo', 'Sullivan King', 'Papa Roach']",0.000138,0.506,168800,0.993,0.843,1,0.446,-1.343,1,0.207,149.987,4,0.47,-0.9607,-0.9607,0.4508,Angry
16,Joy,['Sorcerer'],0.000229,0.278,299699,0.944,0.269,7,0.372,-5.522,1,0.132,144.948,5,0.153,1.0,1.0,0.173,Angry
17,Inertia,['Scar Of The Sun'],3.62e-05,0.474,230187,0.907,2.23e-05,11,0.182,-12.085,0,0.0548,101.201,3,0.149,-0.9904,-0.9904,0.1292,Angry
18,Disturbing Roars at Twilight,['The Day Of The Beast'],3.43e-06,0.236,249697,0.96,0.0181,2,0.23,-5.034,0,0.145,107.975,4,0.118,0.6978,0.6978,0.132,Angry
19,White Noise,"['Bitterwood', 'Final Words']",9.33e-05,0.291,118540,0.926,0.00253,2,0.553,-5.417,1,0.124,153.425,4,0.527,,,0.527,Angry
20,Stranger Memories,['Belle Haven'],6.81e-05,0.467,208500,0.972,0.0,11,0.391,-2.616,0,0.108,100.11,4,0.244,1.0,1.0,0.264,Angry
21,Seasick Sailor,['Resolve'],0.00914,0.468,219185,0.964,1.44e-05,1,0.35,-5.384,0,0.0931,95.035,4,0.185,0.9984,0.9984,0.205,Angry
22,Veritas,['Bloodred Hourglass'],0.000111,0.503,189562,0.967,0.037,8,0.096,-4.962,1,0.0849,95.891,4,0.149,-0.9228,-0.9228,0.1305,Angry
23,Toxic Freedom,['Go Ahead And Die'],6.23e-05,0.261,205507,0.922,0.0289,9,0.378,-6.305,1,0.118,148.677,4,0.31,-0.988,-0.988,0.2902,Angry
24,Screwdriver 2 - The Return,['Wednesday 13'],4.07e-06,0.464,134091,0.941,0.00606,7,0.115,-8.879,1,0.0815,137.978,4,0.535,,,0.535,Angry
25,The Witch,"['Nocturnal Pestilence', 'Nicol Hofmanová']",0.00326,0.516,281538,0.957,2.28e-05,9,0.15,-3.821,1,0.139,130.033,4,0.315,0.7717,0.7717,0.3304,Angry
26,Get Out,['Dark Horse White Horse'],0.000185,0.174,251533,0.927,0.00133,7,0.347,-5.143,0,0.21,86.822,4,0.317,-0.974,-0.974,0.2975,Angry
27,Parallax,['Another Now'],0.00356,0.475,249147,0.917,0.0,0,0.289,-5.773,0,0.115,100.062,4,0.0656,-0.9967,-0.9967,0.0457,Angry
28,Towards The Dying Lands,"['Horizon Ignited', 'Markus Vanhala']",0.000233,0.479,208671,0.965,0.0023,10,0.35,-4.728,0,0.0418,92.504,4,0.456,-0.9998,-0.9998,0.436,Angry
29,Remedy,['Savage After Midnight'],0.000623,0.493,217867,0.908,3.04e-06,0,0.497,-5.582,1,0.0913,144.021,4,0.257,1.0,1.0,0.277,Angry
30,Sons of a Wolf,['Vexillum'],5.64e-05,0.347,296120,0.952,0.0,6,0.158,-5.571,1,0.0963,179.866,4,0.0861,-0.9979,-0.9979,0.0661,Angry
31,The Royal Guard,['Sabaton'],0.00454,0.448,277579,0.974,6.81e-06,2,0.186,-4.433,0,0.0844,138.032,4,0.156,-0.5423,-0.5423,0.1452,Angry
32,I'm Here to Save You,['Arion'],6.2e-05,0.473,227627,0.98,1.68e-05,1,0.185,-4.373,1,0.0879,92.544,4,0.504,0.9565,0.9565,0.5231,Angry
33,Karma Kastles,['Orgy'],0.000553,0.503,243249,0.906,0.000128,8,0.127,-4.627,1,0.0538,151.001,4,0.723,0.9382,0.9382,0.7418,Angry
34,Fields of Bone,['Black Veil Brides'],0.00268,0.252,199788,0.957,0.000451,1,0.0834,-2.318,0,0.473,187.853,4,0.192,0.9561,0.9561,0.2111,Angry
35,Trilogy,"['Silent Planet', 'Fit For A King']",8.37e-05,0.339,204124,0.959,0.000115,8,0.686,-5.919,1,0.116,128.035,4,0.198,-0.2263,-0.2263,0.1935,Angry
36,The Edge,"['Onlap', 'Halflives']",0.000216,0.525,186732,0.989,1.51e-05,0,0.384,-2.869,1,0.108,102.495,4,0.223,-0.8063,-0.8063,0.2069,Angry
37,Race to the End,['DAMN NATION'],3.5e-05,0.532,232421,0.925,6.77e-05,2,0.112,-3.509,1,0.0341,95.019,4,0.563,0.9949,0.9949,0.5829,Angry
38,Seven Years (Shine a Light on Me),"['Our Hollow, Our Home']",0.00235,0.207,224175,0.973,0.0,6,0.092,-4.014,0,0.244,104.71,4,0.0631,0.984,0.984,0.0828,Angry
39,RedZone,['Crossfaith'],7.95e-05,0.405,227707,0.943,0.000672,6,0.159,-5.399,0,0.0929,175.008,4,0.521,-0.9347,-0.9347,0.5023,Angry
40,Shark Tooth,"['Oceans', 'Christoph Wieczorek']",2.38e-05,0.435,198345,0.889,0.000872,11,0.87,-6.462,0,0.0474,93.896,4,0.344,-0.9825,-0.9825,0.3243,Angry
41,Vertigo,['Sumo Cyco'],0.0112,0.487,189946,0.976,0.0,0,0.311,-3.695,0,0.168,139.898,4,0.513,-0.9674,-0.9674,0.4937,Angry
42,Grave of Sorrow,['Purgatory'],0.000446,0.279,179000,0.944,0.0,9,0.448,-3.3,1,0.164,85.157,4,0.547,0.9972,0.9972,0.5669,Angry
43,Firebreather,['Motorjesus'],6.56e-05,0.454,268267,0.887,0.0,7,0.256,-5.367,1,0.0364,89.998,4,0.616,-0.9555,-0.9555,0.5969,Angry
44,Signal Fire,['Devil Sold His Soul'],5.18e-05,0.147,413829,0.888,0.0289,5,0.366,-6.105,0,0.0926,161.293,3,0.203,-0.9881,-0.9881,0.1832,Angry
45,APOSTLE,['TYRANTS'],1.49e-05,0.495,244875,0.906,0.285,4,0.43,-5.195,1,0.0455,144.96,4,0.293,0.9999,0.9999,0.313,Angry
46,Spirit in the Dark,['Dark The Suns'],9.17e-06,0.36,236533,0.939,0.888,1,0.392,-4.272,0,0.0393,75.048,4,0.515,0.9095,0.9095,0.5332,Angry
47,"Mother Trucker Dude, That Hurt Like A Buttcheek On A Stick",['Octopus Montage'],0.000137,0.471,91000,0.971,0.0,7,0.332,-2.546,1,0.242,179.951,4,0.236,,,0.236,Angry
48,Negative Noise,['Tetrarch'],0.000153,0.384,247370,0.974,0.000247,1,0.226,-3.647,0,0.141,194.842,4,0.155,-0.9931,-0.9931,0.1351,Angry
49,Butterfly,['Orchards'],0.00257,0.587,207882,0.932,0.0,7,0.0694,-4.697,1,0.0687,100.004,4,0.564,-0.7269,-0.7269,0.5495,Angry
50,Last Dance,['Butcher Babies'],0.000236,0.522,211875,0.872,0.0229,2,0.743,-5.709,1,0.0579,128.126,4,0.292,0.9877,0.9877,0.3118,Angry
51,Thunder Force,"['Corey Taylor', 'Lzzy Hale', 'Scott Ian', 'Dave Lombardo', 'Fil Eisler', 'Tina Guo']",8.59e-05,0.326,221429,0.942,0.0097,3,0.322,-6.092,1,0.0787,111.009,3,0.596,-0.7007,-0.7007,0.582,Angry
52,RISE,"['Kris Sobanski', 'John Kiernan', 'It Lives, It Breathes']",0.000222,0.328,163797,0.985,0.0,9,0.42,-2.068,0,0.126,187.1,4,0.366,,,0.366,Angry
53,Otaku Pride,['Becko'],0.000495,0.562,120840,0.869,1.68e-06,9,0.35,-4.516,1,0.0394,92.519,4,0.455,0.9885,0.9885,0.4748,Angry
54,Oblivion,['Aviana'],2.05e-05,0.26,248226,0.981,0.0334,6,0.344,-4.521,1,0.169,116.259,3,0.194,-0.9595,-0.9595,0.1748,Angry
55,Burn It Down,['Afterlife'],0.000602,0.508,204032,0.855,0.039,4,0.389,-7.552,1,0.0619,153.916,4,0.631,-0.8995,-0.8995,0.613,Angry
56,The Pain,['Ultra-Violence'],0.000854,0.438,187508,0.817,1.27e-06,11,0.403,-8.341,0,0.0953,179.994,4,0.404,-0.9927,-0.9927,0.3841,Angry
57,Enemy,['Suicide for a King'],2.88e-05,0.289,201000,0.984,0.000338,10,0.147,-3.32,0,0.205,191.957,4,0.131,1.0,1.0,0.151,Angry
58,Mister Hyde,['Mister Misery'],0.000237,0.287,341464,0.862,0.000484,5,0.215,-6.924,0,0.127,180.048,4,0.135,-0.9945,-0.9945,0.1151,Angry
59,Light to Darkness,"[""A Killer's Confession""]",2.14e-05,0.52,224375,0.94,0.146,2,0.174,-5.047,1,0.0484,140.016,4,0.409,-0.9979,-0.9979,0.389,Angry
60,The Hold Over Me,['Lies We Sold'],3.42e-05,0.428,247895,0.957,1.6e-05,3,0.364,-3.996,0,0.0658,104.03,4,0.312,-0.9973,-0.9973,0.2921,Angry
61,Paint the Sky with Blood,['Bodom After Midnight'],1.29e-05,0.414,266054,0.987,0.176,0,0.0543,-5.112,0,0.125,96.052,4,0.125,-0.9164,-0.9164,0.1067,Angry
62,A Thief & A Funeral,['Teeth'],6.49e-05,0.498,180279,0.963,0.541,1,0.115,-3.281,1,0.0928,107.578,4,0.405,-0.9983,-0.9983,0.385,Angry
63,Impostors,['Pathfinders'],1.78e-05,0.433,300147,0.947,0.00119,2,0.243,-4.176,1,0.0743,145.081,4,0.313,0.9997,0.9997,0.333,Angry
64,Chlorine Eyes,['Bridge Burner'],1.86e-06,0.24,144075,0.986,0.943,5,0.327,-6.741,0,0.11,195.04,4,0.0385,-0.9999,-0.9999,0.0185,Angry
65,Amazonia,['Gojira'],0.00038,0.382,300783,0.954,0.776,9,0.244,-4.831,1,0.0417,181.933,4,0.513,-0.9001,-0.9001,0.495,Angry
66,The Past Is Dead,['Beartooth'],0.00449,0.44,215925,0.95,1.6e-06,1,0.363,-2.993,1,0.0769,144.981,4,0.51,-0.9537,-0.9537,0.4909,Angry
67,Icarus,['August Burns Red'],2.03e-05,0.141,224808,0.995,0.00356,6,0.0948,-1.933,1,0.228,184.333,3,0.291,-0.8185,-0.8185,0.2746,Angry
68,Hyperthermic / Accelerate,['Lamb of God'],1.24e-05,0.267,244965,0.996,0.386,2,0.0503,-3.385,1,0.0819,104.916,3,0.0648,-0.994,-0.994,0.0449,Angry
69,Burn,['IMMERSE'],0.00129,0.438,237500,0.968,0.000261,5,0.352,-5.486,0,0.0607,87.495,4,0.237,,,0.237,Angry
70,Come with Me,['Stepson'],0.000405,0.468,171880,0.998,7.13e-06,11,0.39,-2.158,1,0.235,99.928,4,0.0705,-0.9888,-0.9888,0.0507,Angry
71,Stay,['As Everything Unfolds'],0.00031,0.39,179670,0.967,0.0,4,0.165,-4.079,0,0.11,171.068,4,0.334,-0.9924,-0.9924,0.3142,Angry
72,Deadnest,['Monuments'],1.29e-05,0.445,207391,0.968,9.99e-06,6,0.338,-2.563,1,0.207,114.92,4,0.326,-0.9944,-0.9944,0.3061,Angry
73,Epiphany,['VEXED'],0.000236,0.237,248120,0.97,3.13e-05,2,0.284,-2.669,1,0.22,140.019,4,0.0435,-0.999,-0.999,0.0235,Angry
74,Dive Into I,['Fear Of Domination'],3.64e-05,0.528,214195,0.929,0.000235,4,0.352,-5.715,0,0.0921,125.007,4,0.239,-0.8041,-0.8041,0.2229,Angry
75,Ascend,['Wheel'],5.23e-05,0.512,263307,0.932,0.135,1,0.529,-4.93,1,0.0677,99.753,3,0.232,-0.9394,-0.9394,0.2132,Angry
76,The Moon and Magic,['Elvenking'],0.00155,0.411,311088,0.898,3.93e-05,9,0.385,-6.291,0,0.0698,181.932,3,0.577,0.7845,0.7845,0.5927,Angry
77,Vermin,['Lotus Eater'],0.000433,0.476,190091,0.974,0.000119,9,0.66,-4.106,1,0.139,100.096,4,0.199,-0.9002,-0.9002,0.181,Angry
78,No One's Below,['Abbie Falls'],1.03e-05,0.158,178481,0.995,0.729,3,0.659,-3.378,1,0.325,179.937,4,0.0504,-0.9825,-0.9825,0.0307,Angry
79,Let's Pretend,"['Galleons', 'Garret Rapp']",0.00159,0.367,219469,0.902,8.62e-05,9,0.0543,-4.009,1,0.0585,160.033,4,0.172,-0.9535,-0.9535,0.1529,Angry
80,Mass Psychosis,['Memoriam'],6.51e-05,0.533,268028,0.94,0.0727,6,0.0735,-7.019,0,0.0728,130.036,4,0.392,-0.9817,-0.9817,0.3724,Angry
81,Violent,['TheCityIsOurs'],5.84e-05,0.507,210520,0.969,0.00554,8,0.357,-4.92,1,0.13,127.928,4,0.275,,,0.275,Angry
82,Bloodline,['1782'],0.207,0.508,437311,0.431,0.923,1,0.113,-13.074,1,0.0299,109.994,4,0.176,-0.9998,-0.9998,0.156,Angry
83,Conjuring the Egoist,['Cryptosis'],4.53e-06,0.327,250520,0.907,0.614,6,0.0442,-6.433,1,0.0852,180.243,4,0.283,,,0.283,Angry
84,Save Me,['Her Name Echoes'],0.000266,0.381,203871,0.982,4.63e-05,11,0.376,-2.901,0,0.127,186.036,4,0.201,-0.9932,-0.9932,0.1811,Angry
85,Melting Amber,"['Above, Below']",0.000987,0.222,366917,0.958,0.0022,4,0.0702,-3.987,0,0.15,164.307,4,0.0604,0.4871,0.4871,0.0701,Angry
86,Heavy Tongue,['Pridelands'],5.68e-05,0.512,217733,0.99,0.00124,4,0.0659,-3.442,0,0.107,110.016,4,0.0898,-0.9399,-0.9399,0.071,Angry
87,Storm,"['Silver Lake by Esa Holopainen', 'Håkan Hemlin']",0.045,0.573,254368,0.892,0.0211,0,0.157,-6.63,0,0.0485,125.014,4,0.35,-0.6352,-0.6352,0.3373,Angry
88,White Noise,['Blanket'],2.33e-06,0.318,277024,0.93,0.888,0,0.248,-2.422,0,0.0548,174.076,4,0.109,-0.7351,-0.7351,0.0943,Angry
89,InViolence,['InRetrospect'],6.28e-05,0.493,265946,0.965,0.000406,8,0.101,-6.214,1,0.12,148.008,4,0.229,0.9999,0.9999,0.249,Angry
90,Shadow,['Deference'],3.4e-05,0.325,214962,0.967,0.0544,10,0.0818,-4.437,0,0.188,123.217,4,0.0523,0.9908,0.9908,0.0721,Angry
91,Ablaze,"['Sorcerer', 'Year of the Knife']",0.000974,0.308,181147,0.892,0.0419,7,0.283,-5.929,1,0.0553,101.891,4,0.151,-0.9778,-0.9778,0.1314,Angry
92,NERVOUS,"['While She Sleeps', 'Simon Neil']",0.01,0.508,246464,0.936,0.0,0,0.0964,-4.743,1,0.12,123.967,4,0.122,-0.9948,-0.9948,0.1021,Angry
93,Devastation,['Beartooth'],6.02e-05,0.501,221748,0.988,5.54e-05,1,0.394,-3.339,1,0.12,94.953,4,0.192,-0.975,-0.975,0.1725,Angry
94,Gungrave,['ERRA'],1.23e-05,0.481,240525,0.97,0.0102,6,0.206,-2.684,0,0.0695,100.013,4,0.345,-0.9373,-0.9373,0.3263,Angry
95,Clarity,['Attila'],3.45e-05,0.45,211875,0.993,0.0308,6,0.451,-2.216,1,0.292,160.029,4,0.217,0.991,0.991,0.2368,Angry
96,Clockwork,['Northlane'],3.72e-05,0.48,238373,0.97,0.309,8,0.29,-5.006,0,0.0595,136.123,4,0.346,-0.8986,-0.8986,0.328,Angry
97,Tired of It All,['LANDMVRKS'],0.00096,0.318,217364,0.957,0.0,6,0.155,-4.825,0,0.0961,164.646,4,0.482,-0.9829,-0.9829,0.4623,Angry
98,Why Should You Survive,['Outline In Color'],0.00064,0.472,241800,0.932,0.0,1,0.133,-3.894,1,0.246,131.948,4,0.159,,,0.159,Angry
99,White Nile,['Born Of Osiris'],1.58e-05,0.492,229042,0.944,0.000833,7,0.12,-4.846,1,0.0626,109.05,4,0.386,0.4261,0.4261,0.3945,Angry
